path_id,A_sw,M_sw,A_vlsi,Stage,Outcome,asw_feasibility,msw_feasibility,avlsi_feasibility,stage_evidence,feasibility_level,asw_supporting_evidence_ids,msw_supporting_evidence_ids,avlsi_supporting_evidence_ids,feasibility_rationale
P84,source_repository_or_code_tampering,source_or_repository_modification,design_tampering_or_malicious_modification,stage_0_design_specification,availability,Low,Low,Medium,not_observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P85,source_repository_or_code_tampering,source_or_repository_modification,design_tampering_or_malicious_modification,stage_1_high_level_synthesis,integrity,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P86,source_repository_or_code_tampering,source_or_repository_modification,design_tampering_or_malicious_modification,stage_1_high_level_synthesis,availability,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P87,source_repository_or_code_tampering,source_or_repository_modification,design_tampering_or_malicious_modification,stage_2_logic_synthesis,integrity,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P88,source_repository_or_code_tampering,source_or_repository_modification,design_tampering_or_malicious_modification,stage_2_logic_synthesis,availability,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P89,source_repository_or_code_tampering,source_or_repository_modification,design_tampering_or_malicious_modification,stage_3_post_synthesis_verification,integrity,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P90,source_repository_or_code_tampering,source_or_repository_modification,design_tampering_or_malicious_modification,stage_3_post_synthesis_verification,availability,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P91,source_repository_or_code_tampering,source_or_repository_modification,design_tampering_or_malicious_modification,stage_4_design_for_testability,integrity,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P92,source_repository_or_code_tampering,source_or_repository_modification,design_tampering_or_malicious_modification,stage_4_design_for_testability,availability,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P93,source_repository_or_code_tampering,source_or_repository_modification,design_tampering_or_malicious_modification,stage_5_placement_and_routing,integrity,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P94,source_repository_or_code_tampering,source_or_repository_modification,design_tampering_or_malicious_modification,stage_5_placement_and_routing,availability,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P95,source_repository_or_code_tampering,source_or_repository_modification,design_tampering_or_malicious_modification,stage_6_static_timing_analysis,integrity,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P96,source_repository_or_code_tampering,source_or_repository_modification,design_tampering_or_malicious_modification,stage_6_static_timing_analysis,availability,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P97,source_repository_or_code_tampering,source_or_repository_modification,design_tampering_or_malicious_modification,stage_7_physical_verification_and_signoff,integrity,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P98,source_repository_or_code_tampering,source_or_repository_modification,design_tampering_or_malicious_modification,stage_7_physical_verification_and_signoff,availability,Low,Low,Medium,observed_in_v1,Low,none_in_v1,none_in_v1,E2; E10; E19,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P99,source_repository_or_code_tampering,source_or_repository_modification,hardware_trojan_backdoor_or_logic_bomb,stage_1_high_level_synthesis,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P100,source_repository_or_code_tampering,source_or_repository_modification,hardware_trojan_backdoor_or_logic_bomb,stage_1_high_level_synthesis,integrity,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P101,source_repository_or_code_tampering,source_or_repository_modification,hardware_trojan_backdoor_or_logic_bomb,stage_1_high_level_synthesis,availability,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P102,source_repository_or_code_tampering,source_or_repository_modification,hardware_trojan_backdoor_or_logic_bomb,stage_2_logic_synthesis,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P103,source_repository_or_code_tampering,source_or_repository_modification,hardware_trojan_backdoor_or_logic_bomb,stage_2_logic_synthesis,integrity,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P104,source_repository_or_code_tampering,source_or_repository_modification,hardware_trojan_backdoor_or_logic_bomb,stage_2_logic_synthesis,availability,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P105,source_repository_or_code_tampering,source_or_repository_modification,hardware_trojan_backdoor_or_logic_bomb,stage_3_post_synthesis_verification,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P106,source_repository_or_code_tampering,source_or_repository_modification,hardware_trojan_backdoor_or_logic_bomb,stage_3_post_synthesis_verification,integrity,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P107,source_repository_or_code_tampering,source_or_repository_modification,hardware_trojan_backdoor_or_logic_bomb,stage_3_post_synthesis_verification,availability,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P108,source_repository_or_code_tampering,source_or_repository_modification,hardware_trojan_backdoor_or_logic_bomb,stage_4_design_for_testability,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P109,source_repository_or_code_tampering,source_or_repository_modification,hardware_trojan_backdoor_or_logic_bomb,stage_4_design_for_testability,integrity,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P110,source_repository_or_code_tampering,source_or_repository_modification,hardware_trojan_backdoor_or_logic_bomb,stage_4_design_for_testability,availability,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P111,source_repository_or_code_tampering,source_or_repository_modification,hardware_trojan_backdoor_or_logic_bomb,stage_5_placement_and_routing,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P112,source_repository_or_code_tampering,source_or_repository_modification,hardware_trojan_backdoor_or_logic_bomb,stage_5_placement_and_routing,integrity,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P113,source_repository_or_code_tampering,source_or_repository_modification,hardware_trojan_backdoor_or_logic_bomb,stage_5_placement_and_routing,availability,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P114,source_repository_or_code_tampering,source_or_repository_modification,hardware_trojan_backdoor_or_logic_bomb,stage_6_static_timing_analysis,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P115,source_repository_or_code_tampering,source_or_repository_modification,hardware_trojan_backdoor_or_logic_bomb,stage_6_static_timing_analysis,integrity,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P116,source_repository_or_code_tampering,source_or_repository_modification,hardware_trojan_backdoor_or_logic_bomb,stage_6_static_timing_analysis,availability,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P117,source_repository_or_code_tampering,source_or_repository_modification,hardware_trojan_backdoor_or_logic_bomb,stage_7_physical_verification_and_signoff,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P118,source_repository_or_code_tampering,source_or_repository_modification,hardware_trojan_backdoor_or_logic_bomb,stage_7_physical_verification_and_signoff,integrity,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P119,source_repository_or_code_tampering,source_or_repository_modification,hardware_trojan_backdoor_or_logic_bomb,stage_7_physical_verification_and_signoff,availability,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P120,source_repository_or_code_tampering,source_or_repository_modification,hardware_trojan_backdoor_or_logic_bomb,stage_8_post_silicon_validation,confidentiality,Low,Low,Low,not_observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P121,source_repository_or_code_tampering,source_or_repository_modification,hardware_trojan_backdoor_or_logic_bomb,stage_8_post_silicon_validation,integrity,Low,Low,Low,not_observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P122,source_repository_or_code_tampering,source_or_repository_modification,hardware_trojan_backdoor_or_logic_bomb,stage_8_post_silicon_validation,availability,Low,Low,Low,not_observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P123,source_repository_or_code_tampering,source_or_repository_modification,hardware_trojan_backdoor_or_logic_bomb,stage_9_manufacturing_testing,confidentiality,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P124,source_repository_or_code_tampering,source_or_repository_modification,hardware_trojan_backdoor_or_logic_bomb,stage_9_manufacturing_testing,integrity,Low,Low,Low,observed_in_v1,Low,none_in_v1,none_in_v1,E2,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
