M_sw,M_vlsi,bridge_reason,decision
attacker_controlled_version_control_system,internal_logic_or_state_trigger,Attacker-controlled version-control system can introduce internal logic or state-based trigger behavior,keep
attacker_controlled_version_control_system,internal_logic_state_or_input_pattern_trigger,Attacker-controlled version-control system can introduce trigger logic based on internal state or input patterns,keep
attacker_controlled_version_control_system,key_information_transmission,Attacker-controlled version-control system can add logic that transmits key or sensitive information,keep
attacker_controlled_version_control_system,presynthesis_structural_manipulation,Attacker-controlled version-control system can manipulate design structure before synthesis,keep
attacker_controlled_version_control_system,fsm_state_manipulation,Attacker-controlled version-control system can alter FSM behavior in design files,keep
attacker_controlled_version_control_system,embedded_trojan_states,Attacker-controlled version-control system can introduce hidden Trojan states into FSM logic,keep
attacker_controlled_version_control_system,hidden_fsm_driver,Attacker-controlled version-control system can hide driver behavior inside FSM logic,keep
attacker_controlled_version_control_system,unremovable_trojan_in_functionality,Attacker-controlled version-control system can merge Trojan behavior with intended functionality,keep
attacker_controlled_version_control_system,rtl_design_attack,Attacker-controlled version-control system can directly modify RTL or design logic,keep
attacker_controlled_version_control_system,functional_test_evasion,Attacker-controlled version-control system can introduce malicious behavior that still passes functional tests,review
attacker_controlled_version_control_system,security_asset_leakage_to_observable_points,Attacker-controlled version-control system can modify design logic so security assets propagate to observable points,keep
attacker_controlled_version_control_system,break_intended_execution_flow,Attacker-controlled version-control system can alter intended execution or control flow,keep
attacker_controlled_version_control_system,dangerous_dont_care_propagation,Attacker-controlled version-control system can introduce or preserve dangerous don't-care behavior,keep
attacker_controlled_version_control_system,asset_propagation_to_observable_nodes,Attacker-controlled version-control system can cause security assets to propagate to observable RTL nodes,keep
compromised_project_user_privileges,illegal_access_or_use_of_design_ip,Compromised project privileges can allow access to design or IP artifacts available within the project,keep
compromised_project_user_privileges,design_ip_extraction,Compromised project privileges can allow extraction of design IP from project repositories or workspaces,keep
compromised_project_user_privileges,unauthorized_design_copying,Compromised project privileges can allow copying of design artifacts available to the project user,keep
compromised_project_user_privileges,unauthorized_ip_use,Compromised project privileges can allow misuse of IP artifacts accessible through project permissions,keep
compromised_project_user_privileges,ic_functionality_or_feature_modification,Compromised project privileges can modify IC functionality if the account has write access to design artifacts,review
compromised_project_user_privileges,malicious_hardware_component_insertion,Compromised project privileges can insert malicious hardware logic if the account can modify design files,review
compromised_project_user_privileges,trojan_based_information_leakage,Compromised project privileges can add leakage logic if the account can modify source or RTL files,review
compromised_project_user_privileges,additional_functionality_in_implementation,Compromised project privileges can add unintended functionality if write access is available,review
compromised_project_user_privileges,extra_behavior_beyond_specification,Compromised project privileges can introduce behavior beyond specification if design files can be changed,review
compromised_project_user_privileges,unprotected_confidential_data_path,Compromised project privileges can weaken confidential data-path protection if the user can edit design artifacts,review
